Time	Total_infected	Unique_genotypes	Occupied_patches	Genealogical_diversity	TMRCA	Genetic_divergence	Sim
380.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
390.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
400.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
410.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
420.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
430.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
440.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
450.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
460.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
470.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
480.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
490.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
500.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
510.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
520.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
530.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
540.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
550.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
560.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
570.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
580.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
590.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
600.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
610.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
620.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
630.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
640.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
650.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
660.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
670.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
680.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
690.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
700.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
710.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
720.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
730.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
740.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
750.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
760.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
770.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
780.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
790.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
800.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
810.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
820.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
830.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
840.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
850.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
860.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
870.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
880.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
890.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
900.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
910.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
920.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
930.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
940.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
950.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
960.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
970.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
980.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
990.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
1000.0	0	0	0	0.0	0.0	0.0	ext_0.5_col_0.001_Npatch_1000_PatchSize_100
